sensor_id,timestamp,value
1,2025-01-01 00:36:31,-25.93
1,2025-01-01 00:36:50,-25.66
1,2025-01-01 00:37:10,-24.93
1,2025-01-01 00:37:15,-24.35
1,2025-01-01 00:37:34,-24.97
1,2025-01-01 00:37:55,-25.96
1,2025-01-01 00:38:14,-25.92
1,2025-01-01 00:38:31,-25.06
1,2025-01-01 00:38:44,-26.03
1,2025-01-01 00:39:06,-26.59
1,2025-01-01 00:39:33,-25.8
1,2025-01-01 00:39:44,-25.15
1,2025-01-01 00:40:13,-25.92
1,2025-01-01 00:40:26,-25.82
1,2025-01-01 00:40:32,-26.25
1,2025-01-01 00:40:43,-26.33
1,2025-01-01 00:41:00,-26.19
1,2025-01-01 00:41:19,-26.97
1,2025-01-01 00:41:39,-27.22
1,2025-01-01 00:41:48,-28.02
1,2025-01-01 00:41:56,-28.08
1,2025-01-01 00:42:02,-27.02
1,2025-01-01 00:42:28,-26.4
1,2025-01-01 00:42:53,-26.61
1,2025-01-01 00:43:01,-25.59
1,2025-01-01 00:43:17,-26.34
1,2025-01-01 00:43:46,-26.9
1,2025-01-01 00:44:08,-27.97
1,2025-01-01 00:44:22,-26.95
1,2025-01-01 00:44:50,-26.37
1,2025-01-01 00:44:55,-25.75
1,2025-01-01 00:45:19,-25.47
1,2025-01-01 00:45:29,-25.9
1,2025-01-01 00:45:39,-25.87
1,2025-01-01 00:46:04,-26.34
1,2025-01-01 00:46:20,-26.61
1,2025-01-01 00:46:47,-26.44
1,2025-01-01 00:47:00,-25.88
1,2025-01-01 00:47:21,-25.9
1,2025-01-01 00:47:28,-26.81
1,2025-01-01 00:47:39,-27.88
1,2025-01-01 00:47:55,-27.35
1,2025-01-01 00:48:08,-26.5
1,2025-01-01 00:48:21,-25.54
1,2025-01-01 00:48:32,-25.07
1,2025-01-01 00:48:59,-25.32
1,2025-01-01 00:49:19,-26.37
1,2025-01-01 00:49:47,-26.35
1,2025-01-01 00:50:06,-27.21
1,2025-01-01 00:50:24,-27.19
1,2025-01-01 00:50:34,-26.88
1,2025-01-01 00:50:58,-27.17
1,2025-01-01 00:51:21,-27.62
1,2025-01-01 00:51:26,-27.89
1,2025-01-01 00:51:31,-27.81
1,2025-01-01 00:51:36,-27.79
1,2025-01-01 00:52:05,-28.39
1,2025-01-01 00:52:34,-27.83
1,2025-01-01 00:52:46,-27.62
1,2025-01-01 00:52:59,-28.32
1,2025-01-01 00:53:16,-28.98
1,2025-01-01 00:53:32,-29.53
1,2025-01-01 00:53:46,-28.48
1,2025-01-01 00:54:03,-28.41
1,2025-01-01 00:54:14,-28.17
1,2025-01-01 00:54:23,-28.33
1,2025-01-01 00:54:30,-28.41
1,2025-01-01 00:54:48,-28.25
1,2025-01-01 00:55:09,-27.65
1,2025-01-01 00:55:35,-27.75
1,2025-01-01 00:55:42,-27.09
1,2025-01-01 00:55:50,-26.09
1,2025-01-01 00:55:57,-25.68
1,2025-01-01 00:56:18,-26.13
1,2025-01-01 00:56:46,-26.87
1,2025-01-01 00:56:55,-27.22
1,2025-01-01 00:57:02,-27.73
1,2025-01-01 00:57:18,-27.52
1,2025-01-01 00:57:37,-27.96
1,2025-01-01 00:57:59,-27.84
1,2025-01-01 00:58:13,-27.3
1,2025-01-01 00:58:19,-26.73
1,2025-01-01 00:58:49,-27.35
1,2025-01-01 00:59:09,-27.13
1,2025-01-01 00:59:33,-26.98
1,2025-01-01 00:59:58,-27.71
1,2025-01-01 01:00:18,-28.11
1,2025-01-01 01:00:41,-28.81
1,2025-01-01 01:01:01,-28.54
1,2025-01-01 01:01:20,-27.76
1,2025-01-01 01:01:45,-28.27
1,2025-01-01 01:02:12,-29.31
1,2025-01-01 01:02:19,-28.35
1,2025-01-01 01:02:40,-28.55
1,2025-01-01 01:02:58,-28.26
1,2025-01-01 01:03:06,-28.63
1,2025-01-01 01:03:21,-28.06
1,2025-01-01 01:03:51,-27.89
1,2025-01-01 01:04:09,-27.91
1,2025-01-01 01:04:25,-28.91
1,2025-01-01 01:04:53,-28.72
1,2025-01-01 01:05:03,-29.1
1,2025-01-01 01:05:18,-29.21
1,2025-01-01 01:05:27,-28.94
1,2025-01-01 01:05:48,-28.45
1,2025-01-01 01:06:14,-27.95
1,2025-01-01 01:06:31,-27.38
1,2025-01-01 01:06:47,-28.05
1,2025-01-01 01:07:05,-29.14
1,2025-01-01 01:07:25,-28.14
1,2025-01-01 01:07:41,-28.55
1,2025-01-01 01:08:10,-27.82
1,2025-01-01 01:08:34,-27.29
1,2025-01-01 01:09:00,-26.25
1,2025-01-01 01:09:06,-25.99
1,2025-01-01 01:09:20,-26.39
1,2025-01-01 01:09:47,-26.05
1,2025-01-01 01:09:59,-26.97
1,2025-01-01 01:10:29,-28.07
1,2025-01-01 01:10:41,-27.51
1,2025-01-01 01:10:59,-28.39
1,2025-01-01 01:11:24,-28.13
1,2025-01-01 01:11:38,-27.27
1,2025-01-01 01:12:02,-27.11
1,2025-01-01 01:12:20,-28.16
1,2025-01-01 01:12:33,-28.47
1,2025-01-01 01:12:53,-27.94
1,2025-01-01 01:13:20,-28.61
1,2025-01-01 01:13:31,-28.26
1,2025-01-01 01:13:45,-27.94
1,2025-01-01 01:14:05,-28.19
1,2025-01-01 01:14:14,-29.24
1,2025-01-01 01:14:23,-28.68
1,2025-01-01 01:14:44,-28.01
1,2025-01-01 01:15:00,-28.36
1,2025-01-01 01:15:09,-28.61
1,2025-01-01 01:15:18,-29.2
1,2025-01-01 01:15:27,-28.23
1,2025-01-01 01:15:54,-28.04
1,2025-01-01 01:16:13,-28.73
1,2025-01-01 01:16:26,-29.06
1,2025-01-01 01:16:45,-28.53
1,2025-01-01 01:16:53,-27.85
1,2025-01-01 01:17:19,-27.3
1,2025-01-01 01:17:48,-26.98
1,2025-01-01 01:18:00,-26.31
1,2025-01-01 01:18:05,-27.35
1,2025-01-01 01:18:27,-27.22
1,2025-01-01 01:18:42,-26.23
1,2025-01-01 01:18:48,-27.14
1,2025-01-01 01:19:08,-27.66
1,2025-01-01 01:19:14,-26.69
1,2025-01-01 01:19:23,-26.85
1,2025-01-01 01:19:53,-26.77
1,2025-01-01 01:20:02,-26.96
1,2025-01-01 01:20:19,-27.76
1,2025-01-01 01:20:44,-26.89
1,2025-01-01 01:21:01,-26.47
1,2025-01-01 01:21:26,-25.59
1,2025-01-01 01:21:43,-24.97
1,2025-01-01 01:22:03,-24.5
1,2025-01-01 01:22:18,-23.65
1,2025-01-01 01:22:32,-23.12
1,2025-01-01 01:22:57,-23.22
1,2025-01-01 01:23:12,-22.57
1,2025-01-01 01:23:35,-22.42
1,2025-01-01 01:24:02,-21.73
1,2025-01-01 01:24:24,-21.42
1,2025-01-01 01:24:50,-21.7
1,2025-01-01 01:24:55,-21.72
1,2025-01-01 01:25:20,-21.6
1,2025-01-01 01:25:35,-22.05
1,2025-01-01 01:25:59,-21.77
1,2025-01-01 01:26:10,-20.76
1,2025-01-01 01:26:24,-20.22
1,2025-01-01 01:26:51,-20.29
1,2025-01-01 01:27:13,-20.32
1,2025-01-01 01:27:28,-20.47
1,2025-01-01 01:27:37,-20.94
1,2025-01-01 01:27:48,-21.03
1,2025-01-01 01:28:09,-21.45
1,2025-01-01 01:28:35,-22.39
1,2025-01-01 01:28:43,-23.23
1,2025-01-01 01:29:02,-22.51
1,2025-01-01 01:29:21,-21.5
1,2025-01-01 01:29:33,-22.05
1,2025-01-01 01:29:53,-21.71
1,2025-01-01 01:30:07,-21.12
1,2025-01-01 01:30:12,-20.95
1,2025-01-01 01:30:32,-20.09
1,2025-01-01 01:30:39,-19.92
1,2025-01-01 01:30:49,-19.74
1,2025-01-01 01:31:07,-19.32
1,2025-01-01 01:31:33,-19.72
1,2025-01-01 01:31:42,-19.29
1,2025-01-01 01:31:55,-19.64
1,2025-01-01 01:32:07,-19.42
1,2025-01-01 01:32:24,-20.51
1,2025-01-01 01:32:47,-19.5
1,2025-01-01 01:33:08,-20.05
1,2025-01-01 01:33:28,-19.86
1,2025-01-01 01:33:49,-20.57
1,2025-01-01 01:34:13,-20.52
1,2025-01-01 01:34:24,-19.97
1,2025-01-01 01:34:50,-19.1
1,2025-01-01 01:35:00,-19.15
1,2025-01-01 01:35:09,-18.06
1,2025-01-01 01:35:19,-19.12
1,2025-01-01 01:35:43,-18.77
1,2025-01-01 01:35:52,-17.94
1,2025-01-01 01:36:10,-18.98
1,2025-01-01 01:36:36,-18.75
1,2025-01-01 01:36:56,-18.68
1,2025-01-01 01:37:22,-19.75
1,2025-01-01 01:37:42,-20.34
1,2025-01-01 01:38:12,-20.58
1,2025-01-01 01:38:20,-21.28
1,2025-01-01 01:38:41,-20.2
1,2025-01-01 01:39:05,-20.77
1,2025-01-01 01:39:24,-20.82
1,2025-01-01 01:39:49,-21.37
1,2025-01-01 01:40:19,-21.2
1,2025-01-01 01:40:47,-20.86
1,2025-01-01 01:40:55,-21.02
1,2025-01-01 01:41:05,-20.28
1,2025-01-01 01:41:24,-20.19
1,2025-01-01 01:41:37,-20.1
1,2025-01-01 01:42:04,-19.74
1,2025-01-01 01:42:22,-20.01
1,2025-01-01 01:42:50,-19.24
1,2025-01-01 01:42:59,-19.7
1,2025-01-01 01:43:21,-20.16
1,2025-01-01 01:43:42,-20.95
1,2025-01-01 01:43:54,-20.18
1,2025-01-01 01:44:10,-20.28
1,2025-01-01 01:44:16,-19.74
1,2025-01-01 01:44:28,-19.11
1,2025-01-01 01:44:53,-19.65
1,2025-01-01 01:45:18,-20.06
1,2025-01-01 01:45:23,-19.64
1,2025-01-01 01:45:43,-19.64
1,2025-01-01 01:46:04,-19.32
1,2025-01-01 01:46:34,-19.04
1,2025-01-01 01:46:43,-19.86
1,2025-01-01 01:47:02,-19.12
1,2025-01-01 01:47:16,-18.2
1,2025-01-01 01:47:27,-18.54
1,2025-01-01 01:47:57,-17.81
1,2025-01-01 01:48:14,-17.06
1,2025-01-01 01:48:22,-18.08
1,2025-01-01 01:48:50,-17.53
1,2025-01-01 01:48:55,-17.41
1,2025-01-01 01:49:08,-17.46
1,2025-01-01 01:49:37,-17.08
1,2025-01-01 01:49:55,-16.49
1,2025-01-01 01:50:04,-17.05
1,2025-01-01 01:50:23,-16.38
1,2025-01-01 01:50:37,-16.16
1,2025-01-01 01:50:46,-15.22
1,2025-01-01 01:51:16,-15.49
1,2025-01-01 01:51:43,-14.8
1,2025-01-01 01:51:55,-15.16
1,2025-01-01 01:52:08,-15.05
1,2025-01-01 01:52:14,-14.55
1,2025-01-01 01:52:30,-14.9
1,2025-01-01 01:52:43,-14.84
1,2025-01-01 01:52:54,-14.49
1,2025-01-01 01:53:19,-14.14
1,2025-01-01 01:53:26,-13.2
1,2025-01-01 01:53:56,-12.54
1,2025-01-01 01:54:08,-13.38
1,2025-01-01 01:54:31,-13.16
1,2025-01-01 01:54:39,-12.52
1,2025-01-01 01:55:09,-13.41
1,2025-01-01 01:55:22,-13.23
1,2025-01-01 01:55:30,-12.6
1,2025-01-01 01:55:35,-12.86
1,2025-01-01 01:56:04,-11.95
1,2025-01-01 01:56:17,-12.78
1,2025-01-01 01:56:34,-13.34
1,2025-01-01 01:56:39,-13.78
1,2025-01-01 01:57:03,-12.9
1,2025-01-01 01:57:13,-12.28
1,2025-01-01 01:57:32,-11.23
1,2025-01-01 01:57:47,-12.03
1,2025-01-01 01:57:52,-13.09
1,2025-01-01 01:58:21,-12.83
1,2025-01-01 01:58:42,-12.69
1,2025-01-01 01:59:01,-11.96
1,2025-01-01 01:59:12,-11.4
1,2025-01-01 01:59:40,-11.12
1,2025-01-01 02:00:06,-10.57
1,2025-01-01 02:00:23,-10.86
1,2025-01-01 02:00:29,-11.72
1,2025-01-01 02:00:57,-11.68
1,2025-01-01 02:01:25,-12.2
1,2025-01-01 02:01:53,-12.24
1,2025-01-01 02:01:58,-13.11
1,2025-01-01 02:02:11,-14.16
1,2025-01-01 02:02:23,-14.87
1,2025-01-01 02:02:39,-14.75
1,2025-01-01 02:03:08,-14.81
1,2025-01-01 02:03:31,-15.12
1,2025-01-01 02:03:59,-15.98
1,2025-01-01 02:04:24,-15.47
1,2025-01-01 02:04:31,-16.49
1,2025-01-01 02:04:45,-17.58
1,2025-01-01 02:04:57,-17.5
1,2025-01-01 02:05:03,-18.04
1,2025-01-01 02:05:08,-18.59
1,2025-01-01 02:05:18,-19.32
1,2025-01-01 02:05:39,-18.53
1,2025-01-01 02:05:46,-17.63
1,2025-01-01 02:05:55,-17.51
1,2025-01-01 02:06:13,-18.12
1,2025-01-01 02:06:26,-17.68
1,2025-01-01 02:06:54,-18.03
1,2025-01-01 02:07:09,-17.89
1,2025-01-01 02:07:38,-17.67
1,2025-01-01 02:08:03,-17.12
1,2025-01-01 02:08:33,-16.38
1,2025-01-01 02:08:52,-15.79
1,2025-01-01 02:09:02,-14.95
1,2025-01-01 02:09:29,-14.79
1,2025-01-01 02:09:36,-15.44
1,2025-01-01 02:09:55,-15.74
1,2025-01-01 02:10:10,-15.17
1,2025-01-01 02:10:28,-15.89
1,2025-01-01 02:10:48,-16.6
1,2025-01-01 02:11:14,-16.1
1,2025-01-01 02:11:23,-16.2
1,2025-01-01 02:11:44,-15.99
1,2025-01-01 02:12:12,-16.77
1,2025-01-01 02:12:19,-17.72
1,2025-01-01 02:12:28,-18.27
1,2025-01-01 02:12:38,-18.56
1,2025-01-01 02:12:59,-19.35
1,2025-01-01 02:13:11,-18.31
1,2025-01-01 02:13:40,-18.66
1,2025-01-01 02:14:04,-19.05
1,2025-01-01 02:14:32,-19.27
1,2025-01-01 02:15:01,-18.89
1,2025-01-01 02:15:11,-19.49
1,2025-01-01 02:15:30,-18.6
1,2025-01-01 02:15:38,-18.81
1,2025-01-01 02:15:55,-19.2
1,2025-01-01 02:16:21,-19.06
1,2025-01-01 02:16:27,-19.98
1,2025-01-01 02:16:39,-19.89
1,2025-01-01 02:17:07,-19.29
1,2025-01-01 02:17:21,-19.97
1,2025-01-01 02:17:47,-20.26
1,2025-01-01 02:17:59,-20.76
1,2025-01-01 02:18:11,-21.48
1,2025-01-01 02:18:18,-22.2
1,2025-01-01 02:18:24,-22.87
1,2025-01-01 02:18:47,-22.83
1,2025-01-01 02:19:01,-22.71
1,2025-01-01 02:19:11,-23.17
1,2025-01-01 02:19:25,-23.83
1,2025-01-01 02:19:37,-24.6
1,2025-01-01 02:20:06,-25.57
1,2025-01-01 02:20:24,-25.91
1,2025-01-01 02:20:52,-25.51
1,2025-01-01 02:21:10,-24.96
1,2025-01-01 02:21:33,-24.52
1,2025-01-01 02:22:03,-24.57
1,2025-01-01 02:22:31,-23.75
1,2025-01-01 02:22:53,-22.9
1,2025-01-01 02:23:22,-22.74
1,2025-01-01 02:23:38,-22.27
1,2025-01-01 02:23:45,-22.59
1,2025-01-01 02:24:07,-22.7
1,2025-01-01 02:24:14,-22.34
1,2025-01-01 02:24:19,-21.71
1,2025-01-01 02:24:27,-21.51
1,2025-01-01 02:24:42,-21.76
1,2025-01-01 02:24:47,-20.97
1,2025-01-01 02:25:07,-21.14
1,2025-01-01 02:25:26,-21.26
1,2025-01-01 02:25:43,-21.32
1,2025-01-01 02:26:01,-20.56
1,2025-01-01 02:26:16,-20.03
1,2025-01-01 02:26:28,-19.02
1,2025-01-01 02:26:33,-18.01
1,2025-01-01 02:26:55,-18.81
1,2025-01-01 02:27:18,-19.15
1,2025-01-01 02:27:30,-18.08
1,2025-01-01 02:28:00,-17.03
1,2025-01-01 02:28:10,-17.82
1,2025-01-01 02:28:34,-18.21
1,2025-01-01 02:28:43,-18.09
1,2025-01-01 02:29:01,-18.86
1,2025-01-01 02:29:22,-18.54
1,2025-01-01 02:29:35,-18.85
1,2025-01-01 02:29:46,-18.37
1,2025-01-01 02:30:11,-19.02
1,2025-01-01 02:30:39,-18.82
1,2025-01-01 02:31:06,-19.43
1,2025-01-01 02:31:23,-18.79
1,2025-01-01 02:31:31,-19.76
1,2025-01-01 02:31:38,-18.67
1,2025-01-01 02:31:59,-19.24
1,2025-01-01 02:32:27,-18.4
1,2025-01-01 02:32:44,-19.01
1,2025-01-01 02:33:03,-18.18
1,2025-01-01 02:33:27,-18.18
1,2025-01-01 02:33:41,-18.1
1,2025-01-01 02:34:01,-18.5
1,2025-01-01 02:34:28,-18.91
1,2025-01-01 02:34:37,-18.37
1,2025-01-01 02:34:52,-19.45
1,2025-01-01 02:35:00,-19.36
1,2025-01-01 02:35:22,-20.15
1,2025-01-01 02:35:46,-19.41
1,2025-01-01 02:36:15,-19.44
1,2025-01-01 02:36:21,-18.4
1,2025-01-01 02:36:42,-17.64
1,2025-01-01 02:36:48,-17.97
1,2025-01-01 02:37:01,-18.32
1,2025-01-01 02:37:12,-17.86
1,2025-01-01 02:37:22,-17.99
1,2025-01-01 02:37:35,-17.29
1,2025-01-01 02:37:41,-18.07
1,2025-01-01 02:38:03,-17.83
1,2025-01-01 02:38:25,-17.51
1,2025-01-01 02:38:37,-16.43
1,2025-01-01 02:38:43,-15.39
1,2025-01-01 02:39:07,-14.42
1,2025-01-01 02:39:26,-14.95
1,2025-01-01 02:39:48,-14.3
1,2025-01-01 02:40:04,-15.15
1,2025-01-01 02:40:22,-14.92
1,2025-01-01 02:40:45,-15.53
1,2025-01-01 02:40:56,-15.48
1,2025-01-01 02:41:16,-15.36
1,2025-01-01 02:41:42,-14.91
1,2025-01-01 02:41:55,-14.46
1,2025-01-01 02:42:22,-15.35
1,2025-01-01 02:42:35,-15.55
1,2025-01-01 02:42:47,-14.84
1,2025-01-01 02:42:58,-14.42
1,2025-01-01 02:43:15,-13.87
1,2025-01-01 02:43:40,-12.82
1,2025-01-01 02:44:09,-13.46
1,2025-01-01 02:44:29,-13.79
1,2025-01-01 02:44:35,-14.49
1,2025-01-01 02:44:52,-14.54
1,2025-01-01 02:45:06,-13.94
1,2025-01-01 02:45:32,-14.22
1,2025-01-01 02:45:50,-13.92
1,2025-01-01 02:46:18,-14.94
1,2025-01-01 02:46:31,-14.1
1,2025-01-01 02:46:38,-14.44
1,2025-01-01 02:46:52,-13.43
1,2025-01-01 02:47:13,-13.36
1,2025-01-01 02:47:41,-14.34
1,2025-01-01 02:47:46,-14.44
1,2025-01-01 02:48:02,-13.35
1,2025-01-01 02:48:25,-12.64
1,2025-01-01 02:48:44,-12.25
1,2025-01-01 02:48:53,-11.2
1,2025-01-01 02:49:20,-11.39
1,2025-01-01 02:49:43,-11.45
1,2025-01-01 02:50:00,-11.02
1,2025-01-01 02:50:26,-10.85
1,2025-01-01 02:50:47,-11.45
1,2025-01-01 02:50:54,-12.18
1,2025-01-01 02:51:04,-12.96
1,2025-01-01 02:51:34,-12.21
1,2025-01-01 02:51:40,-13.29
1,2025-01-01 02:52:05,-13.03
1,2025-01-01 02:52:20,-12.1
1,2025-01-01 02:52:48,-11.03
1,2025-01-01 02:52:53,-11.99
1,2025-01-01 02:53:02,-12.39
1,2025-01-01 02:53:27,-11.49
1,2025-01-01 02:53:49,-11.44
1,2025-01-01 02:54:02,-11.45
1,2025-01-01 02:54:14,-12.31
1,2025-01-01 02:54:21,-11.25
1,2025-01-01 02:54:29,-11.41
1,2025-01-01 02:54:57,-11.78
1,2025-01-01 02:55:22,-12.33
1,2025-01-01 02:55:51,-12.46
1,2025-01-01 02:56:06,-11.8
1,2025-01-01 02:56:34,-12.37
1,2025-01-01 02:56:45,-13.15
1,2025-01-01 02:57:11,-12.84
1,2025-01-01 02:57:16,-12.94
1,2025-01-01 02:57:33,-13.18
1,2025-01-01 02:57:42,-12.69
1,2025-01-01 02:58:08,-13.23
1,2025-01-01 02:58:15,-12.3
1,2025-01-01 02:58:30,-13.02
1,2025-01-01 02:58:43,-14.04
1,2025-01-01 02:58:48,-14.39
1,2025-01-01 02:59:10,-15.06
1,2025-01-01 02:59:22,-15.5
1,2025-01-01 02:59:34,-15.72
1,2025-01-01 02:59:42,-16.32
1,2025-01-01 03:00:04,-16.47
1,2025-01-01 03:00:28,-17.3
1,2025-01-01 03:00:40,-17.35
1,2025-01-01 03:00:49,-18.3
1,2025-01-01 03:01:00,-19.37
1,2025-01-01 03:01:20,-18.81
1,2025-01-01 03:01:27,-19.22
1,2025-01-01 03:01:51,-19.59
1,2025-01-01 03:02:15,-19.52
1,2025-01-01 03:02:29,-19.33
1,2025-01-01 03:02:46,-20.34
1,2025-01-01 03:03:02,-20.45
1,2025-01-01 03:03:09,-20.86
1,2025-01-01 03:03:22,-21.16
1,2025-01-01 03:03:40,-22.14
1,2025-01-01 03:03:47,-21.8
1,2025-01-01 03:04:01,-21.47
1,2025-01-01 03:04:29,-21.91
1,2025-01-01 03:04:42,-21.66
1,2025-01-01 03:04:53,-22.4
1,2025-01-01 03:05:18,-21.54
1,2025-01-01 03:05:29,-22.34
1,2025-01-01 03:05:40,-23.06
1,2025-01-01 03:05:49,-22.95
1,2025-01-01 03:05:55,-22.86
1,2025-01-01 03:06:24,-22.11
1,2025-01-01 03:06:53,-21.65
1,2025-01-01 03:06:58,-22.12
1,2025-01-01 03:07:09,-22.11
1,2025-01-01 03:07:25,-22.59
1,2025-01-01 03:07:37,-21.6
1,2025-01-01 03:07:42,-20.74
1,2025-01-01 03:07:59,-20.77
1,2025-01-01 03:08:17,-21.85
1,2025-01-01 03:08:25,-21.61
1,2025-01-01 03:08:54,-22.67
1,2025-01-01 03:09:23,-22.73
1,2025-01-01 03:09:32,-22.45
1,2025-01-01 03:09:41,-22.01
1,2025-01-01 03:10:00,-21.33
1,2025-01-01 03:10:24,-20.59
1,2025-01-01 03:10:47,-20.09
1,2025-01-01 03:11:09,-20.0
1,2025-01-01 03:11:31,-20.12
1,2025-01-01 03:11:46,-20.84
1,2025-01-01 03:12:00,-20.11
1,2025-01-01 03:12:20,-20.13
1,2025-01-01 03:12:27,-20.58
1,2025-01-01 03:12:47,-20.62
1,2025-01-01 03:13:09,-20.68
1,2025-01-01 03:13:33,-21.55
1,2025-01-01 03:13:55,-21.66
1,2025-01-01 03:14:03,-20.91
1,2025-01-01 03:14:17,-21.95
1,2025-01-01 03:14:40,-23.04
1,2025-01-01 03:15:08,-23.51
1,2025-01-01 03:15:29,-22.98
1,2025-01-01 03:15:45,-22.94
1,2025-01-01 03:15:59,-23.46
1,2025-01-01 03:16:09,-22.91
1,2025-01-01 03:16:28,-23.34
1,2025-01-01 03:16:43,-23.9
1,2025-01-01 03:17:08,-24.71
1,2025-01-01 03:17:28,-24.07
1,2025-01-01 03:17:45,-25.06
1,2025-01-01 03:18:15,-24.33
